dailyTxns,dailyVolumeETH,dailyVolumeToken,dailyVolumeUSD,date,id,priceUSD,totalLiquidityETH,totalLiquidityToken,totalLiquidityUSD,token_id,token_symbol
0.0,0.0010686599222273913,5.958325490019707,1.2530906971220879,1746835200,0xfffffffff15abf397da76f1dcc1a1604f45126db-20218,0.006459393681882714,2.880204741183204,15.61899855740384,10.580035423894053,0xfffffffff15abf397da76f1dcc1a1604f45126db,FSW
0.0,0.0533542477203918,11.049895006270962,4.867845611417788,1746835200,0xffffffff2ba8f66d4e51811c5190992176930278-20218,0.002048233771723766,1.8605254431486502,15.645292540336209,9.45561749143466,0xffffffff2ba8f66d4e51811c5190992176930278,COMBO
0.001503307276007216,0.7319230834379676,15.982348500987301,7.867226450699023,1746835200,0xffe203b59393593965842439ce1e7d7c78109b46-20218,0.0003060159499738326,3.049682957124683,18.905202082171066,10.813501880740844,0xffe203b59393593965842439ce1e7d7c78109b46,Doge-1
0.0,0.02394337652267728,19.33697147982652,4.068964825480656,1746835200,0xffd822149fa6749176c7a1424e71a417f26189c8-20218,2.2998548265333685e-07,3.4639931100989223,26.489227590610188,11.203991676585533,0xffd822149fa6749176c7a1424e71a417f26189c8,thing
0.0,0.1871022947707184,14.02410852989326,6.191421333536437,1746835200,0xff931a7946d2fa11cf9123ef0dc6f6c7c6cb60c4-20218,0.00039566872942885137,1.9068224644265712,17.3512041775173,9.516542377112533,0xff931a7946d2fa11cf9123ef0dc6f6c7c6cb60c4,BABY
0.0018039687312086591,0.14499031733738277,22.660530862517938,5.929542626206528,1746835200,0xff8c8653d5718b3816336e6198ad1e418905a47e-20218,5.351150226825954e-08,1.3497760668515157,25.607308335041143,8.864080539706235,0xff8c8653d5718b3816336e6198ad1e418905a47e,ETHRESEARCHER
0.0012026458208057728,0.0,12.03800837293494,0.0,1746835200,0xff8c479134a18918059493243943150776cf8cf2-20218,0.0,0.0,14.68367917460723,0.0,0xff8c479134a18918059493243943150776cf8cf2,RENQ
0.014732411304870716,2.892976700249895,20.908591220530045,10.643673629037139,1746835200,0xff836a5821e69066c87e268bc51b849fab94240c-20218,3.745663847595835e-05,5.108861937632019,23.112155564666587,12.9198501405735,0xff836a5821e69066c87e268bc51b849fab94240c,шайлушай
0.0003006614552014432,0.0348621998364146,15.041045892906853,4.430438375502872,1746835200,0xff7c3964bbe9315732958e914eb041cdd05f3c77-20218,2.4311286928269113e-05,1.8583623024223956,20.07073586781759,9.446257176514136,0xff7c3964bbe9315732958e914eb041cdd05f3c77,TSUJI
0.0009019843656043296,0.13416411517922153,15.164137035486656,5.861774512136791,1746835200,0xff75ced57419bcaebe5f05254983b013b0646ef5-20218,9.254186604212363e-05,2.676629713401017,19.716238145431618,10.428464582888918,0xff75ced57419bcaebe5f05254983b013b0646ef5,COOK
